N,Trial,Latency_ns,App_Bandwidth_GBps,Perf_Elapsed,Cach_Misses,Perf_Bandwidth_GBps
540000,1,102.04458678210223,0.07839710319061367,0.07345628971233964,472189,0.4114024288232386
540000,2,99.54944942836408,0.08036207177375512,0.07232290599495173,470284,0.41616380849105966
540000,3,102.09442375020848,0.07835883397092648,0.06724686827510595,456258,0.4342285782074064
575000,1,111.97746123956597,0.0714429485312647,0.0820599882863462,483177,0.3768380747520198
575000,2,105.68441175248313,0.07569706702570575,0.07872908981516957,413261,0.33594576111692637
575000,3,97.17094266544218,0.08232913853212125,0.08370321383699775,518737,0.39662954954933405
590000,1,103.76402050635572,0.07709801490883814,0.07740241382271051,435034,0.3597068182366022
590000,2,104.86748779855543,0.07628675167052301,0.07950886385515332,541429,0.4358187794398233
590000,3,104.00064984115504,0.07692259627433835,0.08098618127405643,448221,0.3542103547631956
600000,1,103.7798364025851,0.07708626528342383,0.0776887433603406,549101,0.45234949723668605
600000,2,102.49273075411716,0.07805431605868923,0.08046877617016435,479470,0.3813414526786052
600000,3,102.50497842207551,0.07804498984487486,0.07792094582691789,532638,0.4374796999476869
610000,1,101.83309204876423,0.07855992427460698,0.08627165015786886,490955,0.36421141756883474
610000,2,105.91955763883279,0.07552901634350291,0.07986169308423996,521121,0.41761879459304485
610000,3,102.4401563479275,0.07809437514746483,0.08075136411935091,481417,0.3815500621693728
625000,1,101.9369550049305,0.07847988003578343,0.082992450799793,527161,0.40652256530402575
625000,2,102.85884290933609,0.07777649226573083,0.07734599616378546,475022,0.3930572945963865
625000,3,101.93634703755379,0.0784803481044182,0.08615296520292759,576625,0.42835438006196397
650000,1,104.51981081412389,0.07654051358959167,0.08829401712864637,569279,0.4126424098126043
650000,2,106.34968773676799,0.07522354009916084,0.08716351492330432,545901,0.4008289939975671
650000,3,106.43201521956003,0.07516535305186783,0.08920720592141151,618892,0.4440122027237827
675000,1,102.6493986999547,0.07793518619026778,0.09756063623353839,552575,0.36249046096157633
675000,2,103.7985245110812,0.07707238650724699,0.09286254784092307,552619,0.38085984955512975
675000,3,101.96239721995813,0.07846029730687892,0.09202700341120362,579122,0.4027492651737017
750000,1,105.14651859800021,0.07608430699057071,0.0998110780492425,640787,0.41087992236460213
750000,2,104.7488705565532,0.07637313851208404,0.09829845419153571,632030,0.4115010793677676
750000,3,103.16262394189835,0.07754746529620685,0.09833906590938568,608716,0.39615816603238435
800000,1,103.47828618250787,0.0773109054578866,0.10711977398023009,756053,0.45171297699834884
800000,2,104.89472711924464,0.07626694133924936,0.10516947461292148,717680,0.4367381330852127
800000,3,103.7345576332882,0.0771199124237921,0.11510077537968755,735433,0.40892610709820026
850000,1,103.30667390542871,0.0774393337580836,0.1222265837714076,817819,0.428224485909619
850000,2,107.87307065637673,0.07416123367326333,0.1098717013373971,747971,0.4356912964603963
850000,3,106.07935981277157,0.07541523642412508,0.11725990008562803,722076,0.3941062883923102
900000,1,106.21017879909938,0.07532234754196493,0.1207855585962534,822875,0.4360123893290797
900000,2,108.60191140737798,0.07366352853580174,0.11385333631187677,777468,0.43703551965924625
900000,3,108.05937875476148,0.07403337028390505,0.11931424587965012,853107,0.4576054401338861
925000,1,107.26200970443519,0.07458372281149983,0.1292289667762816,905368,0.44837897760422885
925000,2,107.41450597305555,0.07447783637348539,0.12384471902623773,805877,0.41645803232896095
925000,3,107.59422505224073,0.07435343296646006,0.13041046680882573,936974,0.459827630920969
950000,1,107.52120839529915,0.07440392569425179,0.12267524469643831,865518,0.4515430324762846
950000,2,107.4210377900224,0.07447330769264887,0.13201053766533732,949813,0.4604786335626101
950000,3,107.7319799285186,0.07425835861652307,0.1248200573027134,1002267,0.5139004851154285
975000,1,103.236745374325,0.0774917881321509,0.13242348982021213,964898,0.4663332168925699
975000,2,106.89780498162294,0.07483783227705469,0.13634555507451296,954218,0.4479057052254121
975000,3,107.23434245357147,0.0746029659618019,0.12627488421276212,908751,0.4605829921174617
1000000,1,107.14936070144176,0.0746621346840416,0.134436865337193,1006886,0.479338043462785
1000000,2,108.02566073834896,0.0740564782971053,0.13731716014444828,1058963,0.4935554444084539
1000000,3,108.3755730651319,0.07381737206770878,0.14175626868382096,1068499,0.48240502261333046
5000000,1,118.15058225765824,0.06771020376822104,0.735471157822758,36531397,3.1789273897854735
5000000,2,116.86664978042245,0.06845408861322697,0.743316703941673,36395291,3.1336556970241
5000000,3,119.11217793822289,0.06716357754913331,0.78075658576563,36133958,2.96196452794853
10000000,1,133.66834660992026,0.059849621865572446,1.633979334961623,89141449,3.491508499484171
10000000,2,138.3933784905821,0.05780623384770112,1.5911621376872063,89196627,3.5876822309872005
10000000,3,140.59204561635852,0.056902223485886624,1.6099648498930037,89654433,3.563980736834927
15000000,1,152.11784287045398,0.05259080623969227,2.6601563710719347,144541311,3.477481250574893
15000000,2,148.64415299768248,0.05381980951598364,2.6684776269830763,144578802,3.4675364089378906
15000000,3,112.03685325259963,0.07140507580985966,2.7669045208022,143512757,3.31952778960984
20000000,1,157.68608204089105,0.050733710270798954,3.712191662751138,197905594,3.4119892415827326
20000000,2,137.7256755484268,0.05808648219109339,3.6950587080791593,201534065,3.490656354606337
20000000,3,157.6575848972425,0.050742880561149104,3.8369574351236224,205624106,3.4297859714401553
30000000,1,166.25013581166667,0.04812026144184718,5.880995641928166,312164694,3.397135728781081
30000000,2,166.68094983324409,0.04799588680052278,5.9062684630043805,305673018,3.312255999628016
30000000,3,165.98850133207938,0.04819610958469386,5.83193238126114,312846012,3.4331922009819777
40000000,1,170.72881085332483,0.04685793780214926,8.816331421025097,413983710,3.005213413009304
40000000,2,173.57044947566465,0.046090794972110945,8.303269123658538,418859166,3.2284858198343525
40000000,3,173.14161387039348,0.04620495224209047,7.918790975119919,426480384,3.446832308335637
50000000,1,176.29252535291016,0.04537912191106938,9.942061579786241,540665397,3.4804235651036843
50000000,2,176.96997568011284,0.04520540825784273,9.86311540286988,539294844,3.4993882364954563
50000000,3,175.8602892793715,0.045490656434046955,10.17181670293212,541754529,3.408662470884419
60000000,1,178.3631312272822,0.04485231866559837,12.257893798872828,650275977,3.3951723853103495
60000000,2,176.95174111674228,0.04521006659506149,12.268333022948354,650124317,3.3914922434996533
60000000,3,177.03510993160307,0.04518877641328194,12.402337729930878,647002500,3.3387383009308507
70000000,1,181.3305531561907,0.04411832347474906,14.929729982744902,740563702,3.1746104573075478
70000000,2,180.5277183851493,0.044314524503834316,14.26962070306763,734447723,3.294036698669581
70000000,3,180.16052709759347,0.04440484344090744,14.477248216047883,767058654,3.3909589117621324
